ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time
18360,Elgin,Kolkata,Little Pleasures - Loudon Street,300,4.6,100,Desserts,Near La Martiniere School,48
18464,Indiranagar,Bangalore,Fresh Bites,200,4.1,500,"North Indian,South Indian,Chinese,Fast Food,Juices,Tandoor",Indiranagar Double Road,53
18518,Machuabazar,Kolkata,Wow! Momo,300,4.3,100,"Tibetan,Healthy Food,Asian,Chinese,Snacks,Continental,Desserts,Beverages",Girish Park,38
18551,Nandanam,Chennai,Chamiers Cafe,1000,4.5,50,"Continental,Italian",Chamiers Road,66
18591,New Alipore,Kolkata,The Sushi Oke,1000,3.5,50,"Japanese,Sushi,Thai",Near St Xavier'S Back Gate,83
18614,Sinhgad Road,Pune,Maurya Multi Cuisine Family Restaurant And Bar,1000,2.9,80,"North Indian,Chinese,Mexican,Continental,Mughlai,Thai",Near Siddhi Garden,52
18620,Mangawadi,Pune,Akshay Court,550,2.9,80,"North Indian,Chinese,Seafood,Biryani",Near Bharat Jyoti Bus Stop,60
18693,Khar West,Mumbai,Shiv Sagar,250,4.4,500,South Indian  Continental  Beverages  Ice Cream,Khar West Sv Road,56
18808,Shaniwar Peth,Pune,Faasos,200,4.3,100,"Combo,Snacks,Beverages,Desserts,Indian",Shaniwar Peth,30
18828,Kondhwa,Pune,Cafe India,200,4.3,100,"Snacks,Fast Food,Street Food,Beverages",Nibm Kondhwa,70
18837,T. Nagar,Chennai,Zuka,800,4.5,100,"Desserts,Bakery",Tnagar,64
18846,Anna Nagar,Chennai,Parambriym,600,4.2,20,"Biryani,South Indian,Indian",Anna Nagar West,63
18851,Bowbazar,Kolkata,Masala Wok Bar & Kitchen,600,2.9,80,"Indian,Chinese",Hind Inox,45
18853,Lake Town,Kolkata,Aatithya,400,2.9,80,"Chinese,Bengali",Near Third Park Block B,75
18856,Alipore,Kolkata,Red Kitchen & Lounge,1000,4,20,"North Indian,Chinese",Indside Alipore Bazaar,82
18857,Ballygunge,Kolkata,Red Hot Chilli Pepper,1000,4.4,100,Chinese,Ballygunge Circular Road,62
18861,East Kolkata Township,Kolkata,The Howrah Bridge,250,4.2,100,"North Indian,Chinese,Fast Food,South Indian",Opposite Acropolis Mall,77
18879,Central Market Punjabi Bagh,Delhi,Dimsum Vs Sushi,1100,4,100,"Japanese,Pan-Asian,Chinese",Bhagwan Das Nagar,71
18945,Ghatkopar West,Mumbai,Rk Wine And Dine,700,4.3,100,"Mughlai,North Indian,Chinese",Lbs Marg,53
18981,Koramangala,Bangalore,Sultans Of Spice,599,4.3,50,"North Indian,Chinese,Biryani",Koramangala 5Th Block,60
18987,Indiranagar,Bangalore,Nandhana Palace,500,4.1,500,"Biryani,Andhra,South Indian,North Indian",Amarjyothi Layout,58
19000,Anna Nagar,Chennai,Cafe Arabica,700,4.4,500,"Italian,Continental,Arabian,Bakery",Anna Nagarr,60
19009,Andheri East,Mumbai,Dimsum (Momo) Express,200,4.1,100,Asian,Jb Nagar,54
19172,Koramangala,Bangalore,30 Square,300,2.9,80,Chinese,Khb Colony 5Th Block,64
19187,Anna Nagar West Extension,Chennai,Hotel Pentagon,350,4.1,20,"Chinese,North Indian,South Indian",Thirumangalam,73
19197,Ballygunge,Kolkata,China Whites,1000,4.1,50,"Indian,Chinese",Near Prapti,73
19200,Park Street Area,Kolkata,Gabbar'S Bar & Kitchen,1400,2.9,80,"North Indian,Chinese",Inside Jubilee Court Building,74
19212,Delhi,Delhi,Sfc Soya Chaap ( Shalimar Bagh),200,4.1,100,"Snacks,North Indian,Chinese,Fast Food,Indian,Kebabs",Shalimar Bagh,64
19221,Sector 8 Rohini,Delhi,Rolls 57 By Vhc,150,2.9,80,"Italian,Snacks,Desserts,Continental,Beverages,Combo",Netaji Subhash Place,49
19228,Paschim Vihar,Delhi,Sunil Momos.Com,300,3.3,100,Fast Food,Paschim Vihar,52
19344,Kurla,Mumbai,Deluxe Restaurant,400,4.2,500,"Mughlai,Chinese",Kurla,33
19450,Gariahat,Kolkata,Hungry Tide,350,4.5,1000,"Chinese,Continental,Fast Food,Snacks",Hindustan Park,71
19515,Taltala,Kolkata,Mezban Ripon Street,300,3.9,1000,"Indian,Biryani,Chinese,Tandoor",Near Dustarkhwan,48
19518,Bhowanipore,Kolkata,Deli Cravings,650,4.2,50,"Italian,Steakhouse,Continental",Near Chrome Hotel,66
19521,Taltala,Kolkata,Tea Junction,150,4,50,Beverages  Snacks  Desserts,Beside New Empire Cinema Hall,42
19532,Aundh,Pune,Sarjaa Restaurant & Bar,1100,4.3,100,"Mughlai,North Indian,Chinese,Seafood",Next To Goodwill Society Iti Road,65
19580,Old Sangvi,Pune,Mukul'S Eastern Spice,300,4,500,"North Indian,Chinese",Old Sanghvi,63
19643,Powai,Mumbai,Hoddogs,250,3.7,50,"American,Fast Food",Near Liberty Industrial Estate,50
19870,Chembur,Mumbai,Malvan Tadka,250,4.2,50,"North Indian,Chinese,Malwani,Maharashtrian",Near Surana Sethia Hospital,56
19871,Sion,Mumbai,Aparna,750,4.5,50,"Mughlai,North Indian,Chinese,South Indian",Sion Railway Station,50
19917,Anna Nagar,Chennai,Asian Station,1400,4.5,100,Asian,Croma Building,66
19927,Teynampet,Chennai,New Seoul,1500,4.3,20,"Japanese,Korean",406 3Rd Floor,64
19939,Bidhannagar,Kolkata,10 Downing Street,1000,4,20,"North Indian,Chinese,Continental",Near Rdb Cinema Hall,78
19940,Bidhannagar,Kolkata,Calcutta 64,550,4.4,100,Continental,Sector 1,60
19942,Sreebhumi,Kolkata,Anir'S,400,4.2,100,"Mughlai,Chinese,Tandoor,Biryani,Fast Food",Cesc Office Laketown (Nd Near Jaya Cinema),72
19952,Mumbai,Mumbai,Sindhi Society Gymkhana( Aparna Caters),400,4.1,1000,North Indian,Sindhi Society,46
19981,Tilak Nagar,Delhi,Dunkin Donuts,250,4.3,100,"Desserts,Bakery,Beverages,Fast Food,Combo",Pacific Mall,72
20058,Sadashiv Peth,Pune,Sp'S Biryani House,600,4.2,500,"Biryani,North Indian,Indian,Maharashtrian",Tilak Road,37
20154,Erandwane,Pune,Nisarg,1200,4.4,100,"North Indian,Seafood,Malwani",Opposite Padale Palace,48
20166,Thousand Lights,Chennai,Kabab Corner,350,4.4,100,"Mughlai,North Indian",Nungambakkam,45
20194,Karve Nagar,Pune,Nation 52,300,4.3,100,"North Indian,Chinese",Cummins College Road,61
20234,Tangra,Kolkata,Sigree Global Grill,700,3.8,20,"North Indian,Biryani",Science City Area,77
20330,Karve Nagar,Pune,Bhujbal Bandhu-Hotel Apulki,400,4.1,100,Maharashtrian,Karve Nagar,61
20435,Chembur,Mumbai,Krishnaa Leela,450,4.3,100,"Street Food,North Indian,Chinese,Beverages,South Indian",Chembur Naka Chembur,45
20438,Chembur,Mumbai,Kumar Lunch Home (Bar & Restaurant),400,3.7,20,"North Indian,Chinese,Punjabi,Biryani,Tandoor",Chembur,47
20440,Chembur,Mumbai,Kings Snack Bar,500,3.9,100,"Mughlai,North Indian,Chinese",Chembur,53
20486,Wanowrie,Pune,Hite Bar,200,4.3,100,Fast Food,Wanowrie,64
20501,Chembur,Mumbai,Zaika,250,3.9,1000,"Mughlai,North Indian,Chinese,Biryani",Chembur,51
20510,Machuabazar,Kolkata,Mushroom,500,4.4,50,"Indian,Chinese,Tandoor",Oposite Hedua Park,44
20513,Shobhabazar,Kolkata,Fusion,500,4.6,100,"Indian,Chinese,Tandoor",Near Star Theatre,44
20514,Shobhabazar,Kolkata,Lebanese Junction - Steak House,350,4.4,500,"Lebanese,Continental",Beside Star Theatre,50
20526,Sector 3 Rohini,Delhi,Sahni Fish Corner,700,4.2,50,Indian,Sector-8,33
20568,Bibwewadi,Pune,Koffee Villa,200,2.9,80,"Pizzas,Italian,Pastas",Lake Town Road,72
20570,Kondhwa,Pune,Tahari House,200,4.4,100,North Indian,Kondhwa,62
20637,Banashankari,Bangalore,Szechuan Dragon,500,4.1,500,"Chinese,Thai",Mount Joy Road,57
20646,Ghatkopar West,Mumbai,Shloka Dining Bar,600,4.3,50,North Indian  Malwani  Continental  South Indian  Chinese  Asian  Mughlai,Lbs Marg,54
20653,Basavanagudi,Bangalore,Cafe Mondo,500,4.4,50,"Pizzas,Italian",Armugam Circle,52
20732,Ballygunge,Kolkata,Cafe Drifter,650,2.9,80,Continental,Vivekananda Park Area,78
20747,T. Nagar,Chennai,Rottu Kadai Food Court,250,4.1,50,"Chettinad,South Indian",G. N. Chetty Road,68
20760,Rohini,Delhi,Kukki Da Dhaba,300,4.2,50,North Indian,Rohini,55
20812,Andheri East,Mumbai,Sai Fast Food & Chinese Corner,300,4.1,100,"Chinese,Fast Food",Marol Andheri East,56
20855,Domlur,Bangalore,Suryawanshi,600,4.1,100,"Maharashtrian,Seafood",Double Road,54
20929,T. Nagar,Chennai,Nasi Kandar Pelita,500,4.5,100,"North Indian,South Indian,Malaysian,Indian",Pondy Bazaar,67
20961,Mohammed Wadi,Pune,Fabio Food Court,350,4.1,500,"Indian,Chinese,North Indian,Tandoor",Kondhwa,73
20970,Rohini,Delhi,Oven Story Pizza,600,3.6,100,"Pizzas,Italian",Sector 8,47
21001,Shivajinagar,Pune,Pizza Hut,350,3.9,100,"Pizzas,Fast Food",Opposite F C College,36
21032,Vadapalani,Chennai,Ksg Queen Pizza,150,3.2,50,Fast Food,Subamangalam Complex,70
